"generation","iteration","region","window_coords","snp_count","T2D","T1D_p1","T1D_p2","new_term_p1","new_term_p2","T2D_diff","FST"
8000,6,"foreground","1 1000001-1500000",288,283.172014308718,17.825567558315,78.4770316933748,265.346446750403,204.694982615343,313.497746376248,0.123938
8000,6,"background","1 500001-1000000",294,132.92863532894,18.0868606637001,17.6390109508632,114.84177466524,115.289624378077,132.704710472522,0.00919197
9000,6,"foreground","1 1000001-1500000",399,308.527951272647,118.233257031383,27.7450881125205,190.294694241264,280.782863160126,263.283866813216,0.317678
9000,6,"background","1 500001-1000000",314,248.143574709182,41.7395633917035,15.7833546980639,206.404011317478,232.360220011118,235.165470362362,0.0272115
10000,6,"foreground","1 1000001-1500000",391,958.697880959414,44.241676081564,62.0880750767224,914.45620487785,896.609805882691,967.621080456993,0.437858
10000,6,"background","1 500001-1000000",385,302.369545776036,78.10856338655,78.5705585491392,224.260982389486,223.798987226897,302.600543357331,0.0827746
5000,7,"foreground","1 1000001-1500000",644,170.625031055345,27.4888441125322,35.4687402665222,143.136186942813,135.156290788823,174.61497913234,0.00280343
5000,7,"background","1 500001-1000000",655,206.947156397296,2.14239936863214,6.06268216292938,204.804757028664,200.884474234366,208.907297794444,0.00285688
6000,7,"foreground","1 1000001-1500000",376,209.767209540686,4.84778052925776,2.6462528947693,204.919429011428,207.120956645917,208.666445723442,0.0059923
6000,7,"background","1 500001-1000000",297,143.171398267163,54.3200472496685,32.810980647673,88.8513510174942,110.36041761949,132.416864966165,0.0108856
7000,7,"foreground","1 1000001-1500000",283,138.033142421042,4.32085602616917,37.9826376400104,133.712286394873,100.050504781031,154.864033227962,0.0194083
7000,7,"background","1 500001-1000000",228,192.835593546363,19.3184301478199,21.4946005235048,173.517163398543,171.340993022858,193.923678734205,0.00861979
8000,7,"foreground","1 1000001-1500000",325,299.65014880771,34.5390658531999,97.6721572379431,265.11108295451,201.977991569767,331.216694500081,0.143246
8000,7,"background","1 500001-1000000",295,242.492617858199,49.7325140386085,50.8018285299847,192.760103819591,191.690789328214,243.027275103887,0.0200333
9000,7,"foreground","1 1000001-1500000",320,805.671470815665,27.238350186195,25.5738967578043,778.43312062947,780.097574057861,804.83924410147,0.236525
9000,7,"background","1 500001-1000000",262,121.489451638175,9.27717161141481,0.196349995992477,112.21228002676,121.293101642182,116.949040830464,0.0496855
10000,7,"foreground","1 1000001-1500000",401,1569.19716477252,76.6276645696266,7.47992358891159,1492.56950020289,1561.71724118361,1534.62329428216,0.45199
10000,7,"background","1 500001-1000000",330,157.045817375783,9.48654127763893,20.2367168075775,147.559276098144,136.809100568206,162.420905140753,0.124234
5000,8,"foreground","1 1000001-1500000",622,238.66925901075,14.919644868563,7.8549051625173,223.749614142188,230.814353848233,235.136889157728,0.00431527
6000,8,"foreground","1 1000001-1500000",260,155.396183720204,8.11406628460657,13.1156112616443,147.282117435598,142.28057245856,157.896956208723,0.020652
6000,8,"background","1 500001-1000000",341,320.392600000443,22.8910803159697,4.70024844186446,297.501519684473,315.692351558579,311.29718406339,0.00341578
7000,8,"foreground","1 1000001-1500000",310,124.298575161432,1.99941348129869,15.7269207615327,122.299161680133,108.571654399899,131.162328801549,0.0146316
7000,8,"background","1 500001-1000000",291,97.36389139673,6.98119851233764,27.757894922109,90.3826928843923,69.605996474621,107.752239601616,0.0233149
8000,8,"foreground","1 1000001-1500000",268,316.126021070648,9.8213466919965,56.0476470625151,306.304674378652,260.078374008133,339.239171255908,0.111686
8000,8,"background","1 500001-1000000",278,108.935682857309,1.49500983365851,7.47339710318226,107.44067302365,101.462285754126,111.92487649207,0.0147287
9000,8,"foreground","1 1000001-1500000",357,1065.0305832264,84.7679952909111,50.6878819946292,980.262587935484,1014.34270123177,1047.99052657825,0.300194
9000,8,"background","1 500001-1000000",297,124.155650768375,0.924377462236862,12.9447207350812,123.231273306139,111.210930033294,130.165822404798,0.0291714
10000,8,"foreground","1 1000001-1500000",422,1516.9579733231,218.62484967531,5.97593607079861,1298.33312364779,1510.9820372523,1410.63351652084,0.613058
10000,8,"background","1 500001-1000000",289,195.988824777615,15.3697185386404,3.77715847813545,180.619106238974,192.211666299479,190.192544747362,0.168121
5000,9,"foreground","1 1000001-1500000",670,172.500152897676,1.58414476356575,80.0054496304529,170.916008134111,92.4947032672235,211.71080533112,0.00457584
5000,9,"background","1 500001-1000000",676,134.65324586901,19.392519948331,8.82690235461996,115.260725920679,125.82634351439,129.370437072154,0.00355926
6000,9,"foreground","1 1000001-1500000",313,330.370260090776,30.3695324284906,57.5688247845042,300.000727662285,272.801435306272,343.969906268783,0.0107751
6000,9,"background","1 500001-1000000",355,244.653611298842,7.99454889387448,31.3290879897934,236.659062404967,213.324523309049,256.320880846801,0.0170165
7000,9,"foreground","1 1000001-1500000",316,164.062380069806,18.4415240813137,10.260518408697,145.620855988492,153.801861661109,159.971877233498,0.0217439
7000,9,"background","1 500001-1000000",277,126.005195198619,11.4582144728568,13.6199428056954,114.546980725762,112.385252392923,127.086059365038,0.0117326
8000,9,"foreground","1 1000001-1500000",365,224.460583177477,11.0489900571849,25.5249394167445,213.411593120292,198.935643760732,231.698557857256,0.075697
8000,9,"background","1 500001-1000000",297,107.194159472243,21.1578468929774,9.52999531295097,86.0363125792658,97.6641641592922,101.38023368223,0.0104403
9000,9,"foreground","1 1000001-1500000",315,463.837375221342,42.3966702862922,42.0971548202713,421.44070493505,421.740220401071,463.687617488332,0.152764
9000,9,"background","1 500001-1000000",323,121.356796304616,3.06418074529006,2.64102437005317,118.292615559325,118.715771934562,121.145218116997,0.00889052
10000,9,"foreground","1 1000001-1500000",451,1020.21431769353,6.36073842762107,72.7459182600585,1013.85357926591,947.468399433469,1053.40690760975,0.518232
10000,9,"background","1 500001-1000000",309,183.320199847425,28.2458051070289,11.1978523552766,155.074394740396,172.122347492148,174.796223471549,0.158666
5000,10,"foreground","1 1000001-1500000",700,159.425932037999,6.44305671810798,8.86081544855733,152.982875319891,150.565116589441,160.634811403223,0.00458005
5000,10,"background","1 500001-1000000",674,186.810228576272,36.1284330238668,23.0651299866486,150.681795552405,163.745098589623,180.278577057662,0.00437721
6000,10,"foreground","1 1000001-1500000",346,254.930138300283,64.4352313417448,11.6780898783632,190.494906958538,243.25204842192,228.551567568592,0.0123692
6000,10,"background","1 500001-1000000",387,208.181617333056,61.2461140581895,82.0996729021736,146.935503274867,126.081944430883,218.608396755048,0.0288613
7000,10,"foreground","1 1000001-1500000",307,132.477543480102,1.0982591444548,7.47259024445816,131.379284335647,125.004953235643,135.664709030103,0.00547417
7000,10,"background","1 500001-1000000",345,258.287937951055,25.6935076465636,88.5200093118315,232.594430304491,169.767928639223,289.701188783689,0.00622733
8000,10,"foreground","1 1000001-1500000",332,178.892677902119,60.4517622374547,14.2670056816451,118.440915664664,164.625672220473,155.800299624214,0.117876
8000,10,"background","1 500001-1000000",271,107.834839909217,26.5994340190582,24.9492199742617,81.2354058901592,82.8856199349557,107.009732886819,0.0143612
9000,10,"background","1 500001-1000000",289,218.892596098648,59.1776925395345,12.6391117911862,159.714903559114,206.253484307462,195.623305724474,0.0241023
10000,10,"foreground","1 1000001-1500000",408,1331.68873200845,1.78618512037838,6.00707758298151,1329.90254688807,1325.68165442546,1333.79917823975,0.393817
10000,10,"background","1 500001-1000000",325,213.469636076638,26.567180609127,17.3853786709896,186.902455467511,196.084257405649,208.87873510757,0.0723929
5000,11,"foreground","1 1000001-1500000",672,154.881573710781,55.6019662835179,8.18103426301695,99.2796074272628,146.700539447764,131.17110770053,0.00210275
5000,11,"background","1 500001-1000000",694,101.029550254444,23.7072852287583,9.05092946442528,77.3222650256857,91.9786207900188,93.7013723722775,0.00460782
6000,11,"foreground","1 1000001-1500000",282,292.727433935671,16.3879290908485,89.0526104974469,276.339504844822,203.674823438224,329.05977463897,0.0137966
6000,11,"background","1 500001-1000000",332,234.490423731409,34.139341571147,4.55952938544738,200.351082160262,229.930894345961,219.700517638559,0.0424087
7000,11,"foreground","1 1000001-1500000",278,324.459629714619,33.5224394707188,20.308938559288,290.9371902439,304.150691155331,317.852879258904,0.0227866
7000,11,"background","1 500001-1000000",350,160.47427236521,31.4103318899936,12.9220321483995,129.063940475217,147.552240216811,151.230122494413,0.0127587
8000,11,"foreground","1 1000001-1500000",316,217.363883891034,31.3364736062938,11.2250888064311,186.02741028474,206.138795084603,207.308191491103,0.0724528
8000,11,"background","1 500001-1000000",245,179.736316014865,4.0048930790706,21.6889695291997,175.731422935794,158.047346485665,188.578354239929,0.0469925
9000,11,"foreground","1 1000001-1500000",362,814.562099379159,112.089780190627,20.423077844046,702.472319188533,794.139021535113,768.728748205869,0.194611
9000,11,"background","1 500001-1000000",284,168.078002677301,8.50332637708038,29.886593361573,159.574676300221,138.191409315728,178.769636169547,0.0419376
10000,11,"foreground","1 1000001-1500000",424,1379.60946562051,65.7945269047543,15.2445070615788,1313.81493871575,1364.36495855893,1354.33445569892,0.518821
10000,11,"background","1 500001-1000000",313,332.097367658635,25.8827758254843,39.9596984345624,306.214591833151,292.137669224073,339.135828963174,0.124069
5000,12,"foreground","1 1000001-1500000",675,230.117858913044,17.0532838182507,3.28723693364236,213.064575094793,226.830621979402,223.23483547074,0.00316653
5000,12,"background","1 500001-1000000",772,193.360571227237,12.9966553739432,5.6382788110659,180.363915853293,187.722292416171,189.681382945798,0.00337761
6000,12,"foreground","1 1000001-1500000",321,277.554572462761,24.3809269924438,114.822853092924,253.173645470317,162.731719369837,322.775535513001,0.018902
6000,12,"background","1 500001-1000000",336,293.120728467521,59.4468217035474,63.7092438086563,233.673906763974,229.411484658865,295.251939520076,0.0119434
7000,12,"foreground","1 1000001-1500000",261,143.233987188746,16.2112889304307,9.62759874875587,127.022698258315,133.60638843999,139.942142097909,0.00764452
7000,12,"background","1 500001-1000000",299,234.492316268102,28.9653641490661,50.9553292275737,205.526952119036,183.536987040528,245.487298807355,0.00776883
8000,12,"foreground","1 1000001-1500000",332,168.920558150181,39.810343369538,1.15091850870908,129.110214780643,167.769639641472,149.590845719767,0.0291852
8000,12,"background","1 500001-1000000",282,131.611811249878,21.5100729896213,18.6435490908912,110.101738260257,112.968262158987,130.178549300513,0.00629173
9000,12,"background","1 500001-1000000",310,183.600122330155,2.95103535392741,19.685383893388,180.649086976227,163.914738436767,191.967296599885,0.0163618
10000,12,"foreground","1 1000001-1500000",431,1428.95548341351,14.8849848091804,2.59066754834825,1414.07049860433,1426.36481586516,1422.80832478309,0.482407
10000,12,"background","1 500001-1000000",353,140.938015672945,17.3631799187854,8.13992464893158,123.57483575416,132.798091024014,136.326388038018,0.0973283
5000,13,"foreground","1 1000001-1500000",648,90.9773642374257,12.5497071589762,19.0178293485751,78.4276570784496,71.9595348888506,94.2114253322252,0.00306772
5000,13,"background","1 500001-1000000",628,134.628760403677,4.28978023503987,7.37603567382757,130.338980168637,127.252724729849,136.171888123071,0.00266184
6000,13,"background","1 500001-1000000",315,222.534887015919,16.0919926490285,13.3594051232578,206.44289436689,209.175481892661,221.168593253033,0.00837534
7000,13,"background","1 500001-1000000",313,310.657167176219,133.030143544841,128.089017543174,177.627023631379,182.568149633046,308.186604175386,0.00713009
8000,13,"foreground","1 1000001-1500000",327,333.813181007823,14.4825020915266,8.20989228962071,319.330678916296,325.603288718202,330.67687610687,0.0538237
8000,13,"background","1 500001-1000000",266,139.980131695098,4.5477823151657,12.3121581096183,135.432349379933,127.66797358548,143.862319592325,0.005484
9000,13,"foreground","1 1000001-1500000",417,1064.06055455607,14.5650555827283,80.2433106708334,1049.49549897334,983.817243885236,1096.89968210012,0.204814
9000,13,"background","1 500001-1000000",364,185.451262361778,26.4467403233398,3.2804453468566,159.004522038439,182.170817014922,173.868114873537,0.0125939
10000,13,"foreground","1 1000001-1500000",461,1079.00137613122,10.6697782432047,117.213954161118,1068.33159788802,961.787421970106,1132.27346409018,0.516922
10000,13,"background","1 500001-1000000",361,314.427454911627,12.7947837793765,51.6869041563253,301.63267113225,262.740550755301,333.873515100101,0.101608
5000,14,"foreground","1 1000001-1500000",578,206.099100772731,79.2548660217071,35.197982339605,126.844234751024,170.901118433126,184.07065893168,0.00271406
5000,14,"background","1 500001-1000000",636,125.524076385592,2.98325369811573,12.5540421745714,122.540822687476,112.97003421102,130.30947062382,0.0019587
6000,14,"foreground","1 1000001-1500000",321,255.696691047039,5.63692092262158,43.737932167114,250.059770124417,211.958758879925,274.747196669285,0.0109241
6000,14,"background","1 500001-1000000",346,241.865692046612,4.26837139089912,21.2273771654211,237.597320655713,220.638314881191,250.345194933873,0.00924554
7000,14,"foreground","1 1000001-1500000",299,151.500524171258,9.27295217347296,5.93676613852608,142.227571997785,145.563758032732,149.832431153784,0.01501
7000,14,"background","1 500001-1000000",347,161.12544994234,7.97048356176401,4.57729687845563,153.154966380576,156.548153063884,159.428856600686,0.00881394
8000,14,"foreground","1 1000001-1500000",309,239.754512798403,20.3579653210547,94.3322874066866,219.396547477348,145.422225391716,276.741673841219,0.0691273
8000,14,"background","1 500001-1000000",297,159.932088639067,10.7962116587676,22.0423518864941,149.135876980299,137.889736752573,165.55515875293,0.0142821
9000,14,"foreground","1 1000001-1500000",358,831.844790548471,29.2667838710838,37.3394040497071,802.578006677388,794.505386498764,835.881100637783,0.228864
9000,14,"background","1 500001-1000000",356,234.481338720783,7.5670126573807,5.56805855415359,226.914326063403,228.91328016663,233.48186166917,0.0197487
10000,14,"foreground","1 1000001-1500000",447,1498.77537513589,14.4724456381116,148.443378220328,1484.30292949778,1350.33199691556,1565.760841427,0.407534
10000,14,"background","1 500001-1000000",354,422.299760793879,85.4557124766689,23.7433555904061,336.84404831721,398.556405203473,391.443582350747,0.109633
5000,15,"foreground","1 1000001-1500000",719,172.574021749935,10.9553866219339,26.0775265236789,161.618635128001,146.496495226256,180.135091700808,0.00212758
5000,15,"background","1 500001-1000000",671,122.180086121123,19.8367522611079,35.3670728739917,102.343333860015,86.8130132471315,129.945246427565,0.00187404
6000,15,"foreground","1 1000001-1500000",411,289.387264736867,15.2165386738316,1.29892680507055,274.170726063035,288.088337931796,282.428458802486,0.00774756
6000,15,"background","1 500001-1000000",291,334.1834009994,11.2704719094058,4.97313385040115,322.912929089994,329.210267148999,331.034731969898,0.00833919
7000,15,"foreground","1 1000001-1500000",292,237.591838228122,21.3067828295655,97.6577982738868,216.285055398557,139.934039954236,275.767345950283,0.00970444
7000,15,"background","1 500001-1000000",269,143.31856858994,8.35860106691314,16.0352150265564,134.959967523027,127.283353563384,147.156875569762,0.0098459
8000,15,"foreground","1 1000001-1500000",313,440.979686665263,65.0428722784343,11.1448108952006,375.936814386828,429.834875770062,414.030655973646,0.0951342
8000,15,"background","1 500001-1000000",328,96.2549820589434,1.09427050567547,8.02285839774163,95.1607115532679,88.2321236612017,99.7192760049765,0.0183301
9000,15,"foreground","1 1000001-1500000",359,621.949424529475,21.5940025200657,10.8881731516967,600.355422009409,611.061251377778,616.59650984529,0.318363
9000,15,"background","1 500001-1000000",307,155.363399629808,20.6653184764623,42.097848669591,134.698081153346,113.265550960217,166.079664726373,0.0244659
10000,15,"foreground","1 1000001-1500000",418,1364.54157926437,2.11347758023271,137.533165590606,1362.42810168413,1227.00841367376,1432.25142326955,0.53441
10000,15,"background","1 500001-1000000",381,240.694414657295,42.4709573536345,1.98902040218763,198.22345730366,238.705394255107,220.453446181571,0.110729
5000,16,"foreground","1 1000001-1500000",603,119.808283017378,18.860098250836,27.222584897364,100.948184766542,92.5856981200141,123.989526340642,0.00285042
5000,16,"background","1 500001-1000000",659,157.468944997031,10.813355135615,1.81143295687798,146.655589861416,155.657512040153,152.967983907663,0.0052251
6000,16,"foreground","1 1000001-1500000",339,171.745976143048,6.04142657251714,1.73871713232461,165.704549570531,170.007259010723,169.594621422951,0.0107806
6000,16,"background","1 500001-1000000",303,320.537237410565,10.6449795127742,18.3296778657746,309.89225789779,302.20755954479,324.379586587065,0.00358848
7000,16,"foreground","1 1000001-1500000",297,199.510736480395,34.2629513032052,49.0514987519261,165.24778517719,150.459237728469,206.905010204756,0.0145325
7000,16,"background","1 500001-1000000",335,235.3703562956,2.37974299631924,69.9256030363561,232.990613299281,165.444753259244,269.143286315619,0.0156627
8000,16,"foreground","1 1000001-1500000",307,273.665132279407,11.6502851952575,17.1149176729514,262.014847084149,256.550214606455,276.397448518254,0.0820408
8000,16,"background","1 500001-1000000",327,183.29084621418,13.0224027382687,17.7045778475501,170.268443475911,165.586268366629,185.63193376882,0.00959108
9000,16,"foreground","1 1000001-1500000",415,441.74993409829,47.3583859656983,44.8827886918816,394.391548132592,396.867145406409,440.512135461382,0.23092
9000,16,"background","1 500001-1000000",381,186.257207182199,10.3846567427568,16.4995356444442,175.872550439442,169.757671537755,189.314646633042,0.0168457
10000,16,"foreground","1 1000001-1500000",459,1308.58321651145,19.8480965474344,70.096123614767,1288.73511996401,1238.48709289668,1333.70723004511,0.525477
10000,16,"background","1 500001-1000000",341,200.287378122196,48.0124004162803,1.05972443006203,152.274977705916,199.227653692134,176.811040129087,0.123821
5000,17,"foreground","1 1000001-1500000",660,116.714841559146,2.19405970304797,5.15195696498995,114.520781856098,111.562884594156,118.193790190117,0.0033844
5000,17,"background","1 500001-1000000",641,150.673952588624,43.8235165952492,9.7277373104771,106.850435993375,140.946215278147,133.626062946238,0.00257685
6000,17,"foreground","1 1000001-1500000",373,304.149840725796,14.5100996040874,9.21270940924342,289.639741121709,294.937131316553,301.501145628374,0.00600702
6000,17,"background","1 500001-1000000",306,226.245861692428,51.4409884316099,1.45483500914725,174.804873260818,224.791026683281,201.252784981197,0.0219065
7000,17,"foreground","1 1000001-1500000",281,170.881659358492,42.9372387530881,11.9163394736995,127.944420605404,158.965319884793,155.371209718798,0.0325601
7000,17,"background","1 500001-1000000",297,230.779961106735,34.8914736654492,32.5507645968798,195.888487441286,198.229196509855,229.609606572451,0.0047802
8000,17,"foreground","1 1000001-1500000",346,205.802845284399,17.6265439823455,24.4552411089962,188.176301302053,181.347604175402,209.217193847724,0.0714408
8000,17,"background","1 500001-1000000",282,158.20084469139,20.5659208664867,4.32814390825502,137.634923824903,153.872700783135,150.081956212274,0.00765922
9000,17,"background","1 500001-1000000",300,134.53207180088,12.509351578391,11.9499485478742,122.022720222488,122.582123253005,134.252370285621,0.0113182
10000,17,"foreground","1 1000001-1500000",426,1268.37686138597,35.9355017778134,158.215609072508,1232.44135960815,1110.16125231346,1329.51691503331,0.372872
10000,17,"background","1 500001-1000000",302,160.15157961938,7.7282375031707,1.54965941564319,152.423342116209,158.601920203737,157.062290575616,0.0791505
5000,18,"foreground","1 1000001-1500000",656,173.343889671015,9.4481380933039,12.2480790311374,163.895751577711,161.095810639878,174.743860139932,0.00350678
